Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   U      B      V      R      I      J      H      K        Mact
 3  10.07 -1.89  0.94544 -2.357 4.082  7.895 14.20  0.038 0.00 24.863 25.041 25.489 25.313 25.333 25.348 25.497 25.466 25.527  0.667
 3  10.07 -1.89  0.57351 -0.815 3.708  4.789 14.20  0.038 0.00 21.007 22.157 22.078 21.291 20.808 20.356 19.780 19.338 19.246  0.574
 3  10.07 -1.89  0.34121 -1.516 3.645  5.014 14.40  0.038 0.00 22.960 25.166 24.591 23.521 22.855 22.271 21.520 20.983 20.832  0.341
 3  10.07 -1.89  0.22283 -1.876 3.623  5.101 14.60  0.038 0.00 24.059 26.648 25.926 24.757 24.012 23.375 22.560 21.998 21.828  0.223
 3  10.07 -1.89  0.37062 -1.448 3.649  4.998 14.60  0.038 0.76 22.478 24.694 24.115 23.043 22.375 21.789 21.035 20.496 20.345  0.371
 3  10.07 -1.89  0.25617 -1.745 3.631  5.063 14.70  0.038 0.96 23.116 25.578 24.904 23.769 23.050 22.430 21.636 21.081 20.917  0.256
 3  10.07 -1.89  0.20160 -1.964 3.618  5.124 14.80  0.038 0.00 24.480 27.171 26.411 25.214 24.447 23.797 22.966 22.401 22.230  0.202
 3  10.07 -1.89  0.42204 -1.319 3.657  4.958 14.80  0.038 0.00 22.868 24.862 24.377 23.361 22.737 22.181 21.464 20.941 20.803  0.422
 3  10.07 -1.89  0.46890 -1.183 3.667  4.906 15.00  0.038 0.00 22.729 24.552 24.144 23.171 22.578 22.045 21.354 20.844 20.716  0.469
 3  10.07 -1.89  0.14979 -2.321 3.581  5.206 15.30  0.038 0.00 25.873 29.576 28.363 26.906 25.974 25.215 24.260 23.687 23.511  0.150
 3  10.07 -1.89  0.46869 -1.184 3.667  4.906 15.40  0.038 0.77 22.675 24.601 24.150 23.151 22.537 21.989 21.281 20.761 20.626  0.469
 3  10.07 -1.89  0.26537 -1.718 3.633  5.058 15.70  0.038 0.00 24.766 27.185 26.528 25.403 24.693 24.080 23.293 22.741 22.579  0.265
 3  10.07 -1.89  0.32103 -1.566 3.642  5.025 15.80  0.038 0.00 24.486 26.745 26.149 25.066 24.389 23.798 23.038 22.497 22.343  0.321
 3  10.07 -1.89  0.25066 -1.761 3.630  5.065 16.10  0.038 0.00 25.272 27.736 27.061 25.925 25.206 24.586 23.791 23.236 23.072  0.251
 3  10.07 -1.89  0.48407 -1.138 3.670  4.889 18.10  0.038 0.00 25.716 27.474 27.096 26.140 25.558 25.033 24.353 23.847 23.723  0.484
 3  10.07 -1.85  0.80671  0.371 3.825  4.219 11.20  0.038 0.00 15.042 15.337 15.545 15.187 14.927 14.667 14.363 14.118 14.101  0.807
 3  10.07 -1.85  0.23728 -1.816 3.627  5.083 11.90  0.038 0.00 21.209 23.738 23.036 21.885 21.152 20.524 19.719 19.158 18.992  0.237
 3  10.07 -1.85  0.14636 -2.359 3.577  5.216 12.00  0.038 0.00 22.667 26.529 25.238 23.743 22.789 22.013 21.042 20.468 20.291  0.146
 3  10.07 -1.85  0.91401  0.320 3.823  4.260 12.30  0.038 0.88 16.267 16.564 16.779 16.416 16.153 15.890 15.581 15.332 15.315  0.801
 3  10.07 -1.85  0.32897 -1.547 3.643  5.021 12.40  0.038 0.00 21.036 23.283 22.689 21.610 20.937 20.349 19.591 19.049 18.898  0.329
 3  10.07 -1.85  0.18114 -2.104 3.603  5.160 12.50  0.038 0.00 22.530 25.500 24.636 23.361 22.535 21.850 20.975 20.403 20.228  0.181
 3  10.07 -1.85  0.43912 -1.271 3.660  4.938 12.70  0.038 0.86 20.077 22.094 21.596 20.575 19.947 19.390 18.669 18.141 18.003  0.439
 3  10.07 -1.85  1.05838 -0.397 4.525  7.702 12.80  0.038 0.80 18.562 20.404 21.375 21.596 21.727 21.896 22.272 22.368 22.469  0.663
 3  10.07 -1.85  0.10316 -2.821 3.532  5.346 13.00  0.038 0.00 24.823 30.608 28.273 26.383 25.260 24.214 23.099 22.533 22.365  0.103
 3  10.07 -1.85  0.35970 -1.473 3.648  5.004 13.10  0.038 0.00 21.551 23.720 23.155 22.097 21.439 20.863 20.118 19.581 19.434  0.360
 3  10.07 -1.85  0.41343 -1.344 3.656  4.967 13.20  0.038 0.00 21.330 23.360 22.855 21.832 21.201 20.643 19.920 19.392 19.253  0.413
 3  10.07 -1.85  0.58608 -0.766 3.715  4.776 13.40  0.038 0.00 20.084 21.151 21.110 20.352 19.883 19.443 18.883 18.451 18.365  0.586
 3  10.07 -1.85  0.34261 -1.513 3.645  5.013 13.50  0.038 0.83 21.469 23.742 23.138 22.053 21.373 20.781 20.019 19.474 19.322  0.343
 3  10.07 -1.85  0.17654 -2.136 3.600  5.167 13.60  0.038 0.00 23.711 26.747 25.859 24.565 23.726 23.032 22.147 21.573 21.397  0.177
 3  10.07 -1.85  0.45213 -1.233 3.663  4.924 13.70  0.038 0.00 21.553 23.457 23.009 22.018 21.411 20.869 20.166 19.647 19.516  0.452
 3  10.07 -1.85  0.22916 -1.849 3.625  5.093 13.70  0.038 0.00 23.093 25.659 24.943 23.782 23.042 22.409 21.598 21.035 20.866  0.229
 3  10.07 -1.85  0.38295 -1.420 3.651  4.991 13.80  0.038 0.00 22.121 24.235 23.692 22.648 22.002 21.432 20.697 20.163 20.019  0.383
 3  10.07 -1.85  0.14064 -2.413 3.572  5.234 14.00  0.038 0.00 24.802 28.862 27.466 25.928 24.953 24.155 23.168 22.593 22.414  0.141
 3  10.07 -1.85  0.16252 -2.236 3.589  5.188 14.20  0.038 0.00 24.559 27.972 26.899 25.514 24.623 23.892 22.967 22.393 22.216  0.163
 3  10.07 -1.85  0.35148 -1.491 3.647  5.008 14.20  0.038 0.00 22.697 24.886 24.313 23.250 22.588 22.009 21.261 20.723 20.575  0.351
 3  10.07 -1.85  0.23827 -1.811 3.627  5.081 14.30  0.038 0.00 23.598 26.124 25.423 24.273 23.541 22.914 22.110 21.549 21.383  0.238
 3  10.07 -1.85  0.12061 -2.603 3.555  5.289 14.70  0.038 0.80 25.609 30.732 28.808 27.052 25.972 24.992 23.905 23.343 23.174  0.121
 3  10.07 -1.85  0.15075 -2.319 3.581  5.204 14.70  0.038 0.00 25.267 28.997 27.770 26.308 25.372 24.609 23.652 23.078 22.900  0.151
 3  10.07 -1.85  0.17721 -2.132 3.600  5.166 14.80  0.038 0.00 24.900 27.925 27.041 25.749 24.912 24.220 23.336 22.763 22.587  0.177
 3  10.07 -1.85  0.15971 -2.255 3.587  5.192 14.80  0.038 0.81 24.742 28.489 27.266 25.800 24.864 24.088 23.126 22.551 22.371  0.160
 3  10.07 -1.85  0.58729 -0.761 3.715  4.774 15.00  0.038 0.00 21.672 22.730 22.694 21.938 21.471 21.032 20.474 20.043 19.958  0.587
 3  10.07 -1.85  0.18419 -2.082 3.606  5.154 15.30  0.038 0.00 25.276 28.203 27.355 26.092 25.275 24.596 23.727 23.156 22.982  0.184
 3  10.07 -1.85  0.29554 -1.631 3.638  5.039 15.40  0.038 0.00 24.249 26.585 25.956 24.855 24.163 23.562 22.789 22.241 22.085  0.296
 3  10.07 -1.85  0.18113 -2.104 3.603  5.160 15.60  0.038 0.00 25.630 28.600 27.736 26.461 25.635 24.950 24.075 23.503 23.328  0.181
 3  10.07 -1.85  0.25930 -1.736 3.632  5.061 16.30  0.038 0.80 24.885 27.413 26.713 25.562 24.829 24.201 23.396 22.836 22.671  0.259
 3  10.07 -1.85  0.41791 -1.331 3.656  4.962 16.30  0.038 0.00 24.398 26.414 25.915 24.896 24.268 23.711 22.991 22.464 22.326  0.418
 3  10.07 -1.83  0.10485 -2.794 3.535  5.337 11.70  0.038 0.00 23.455 29.124 26.851 24.984 23.871 22.846 21.740 21.171 21.000  0.105
 3  10.07 -1.83  0.14202 -2.402 3.573  5.229 11.90  0.038 0.00 22.676 26.717 25.331 23.797 22.824 22.028 21.042 20.467 20.287  0.142
 3  10.07 -1.83  0.29110 -1.644 3.637  5.042 12.40  0.038 0.00 21.281 23.635 22.998 21.892 21.197 20.594 19.819 19.269 19.112  0.291
 3  10.07 -1.83  0.17278 -2.164 3.597  5.173 12.70  0.038 0.00 22.881 26.033 25.088 23.766 22.910 22.205 21.308 20.734 20.557  0.173
 3  10.07 -1.83  0.10775 -2.745 3.541  5.323 12.90  0.038 0.96 23.860 29.423 27.208 25.362 24.259 23.249 22.151 21.581 21.406  0.108
 3  10.07 -1.83  0.19012 -2.041 3.610  5.144 13.10  0.038 0.00 22.972 25.821 25.001 23.760 22.961 22.291 21.436 20.866 20.692  0.190
 3  10.07 -1.83  0.21031 -1.928 3.620  5.115 13.20  0.038 0.00 22.789 25.448 24.697 23.511 22.751 22.106 21.281 20.715 20.545  0.210
 3  10.07 -1.83  0.22443 -1.869 3.624  5.099 13.30  0.038 0.00 22.742 25.334 24.607 23.440 22.695 22.059 21.244 20.679 20.510  0.224
 3  10.07 -1.83  0.11074 -2.699 3.546  5.311 13.40  0.038 0.00 24.918 30.122 28.092 26.318 25.249 24.303 23.235 22.658 22.473  0.111
 3  10.07 -1.83  0.11552 -2.654 3.550  5.300 13.70  0.038 0.00 25.104 30.143 28.199 26.458 25.405 24.488 23.434 22.853 22.664  0.116
 3  10.07 -1.83  0.10775 -2.745 3.541  5.323 13.70  0.038 0.00 25.332 30.752 28.609 26.792 25.703 24.719 23.634 23.060 22.882  0.108
 3  10.07 -1.83  0.48429 -1.138 3.670  4.889 13.80  0.038 0.00 21.414 23.186 22.796 21.839 21.257 20.732 20.051 19.540 19.418  0.484
 3  10.07 -1.83  0.28037 -1.675 3.636  5.049 13.80  0.038 0.00 22.758 25.144 24.495 23.381 22.679 22.072 21.291 20.739 20.581  0.280
 3  10.07 -1.83  0.13721 -2.448 3.568  5.243 13.90  0.038 0.00 24.790 29.010 27.524 25.953 24.966 24.148 23.150 22.573 22.391  0.137
 3  10.07 -1.83  0.11621 -2.647 3.551  5.299 14.00  0.038 0.85 24.925 30.254 28.194 26.393 25.303 24.312 23.221 22.652 22.478  0.116
 3  10.07 -1.83  0.12474 -2.566 3.558  5.278 14.10  0.038 0.75 25.009 29.958 28.144 26.429 25.359 24.387 23.303 22.749 22.587  0.125
 3  10.07 -1.83  0.45101 -1.237 3.662  4.925 14.40  0.038 0.90 21.664 23.639 23.158 22.149 21.529 20.979 20.264 19.739 19.604  0.451
 3  10.07 -1.83  0.20701 -1.941 3.619  5.119 14.60  0.038 0.81 23.744 26.597 25.775 24.535 23.736 23.065 22.207 21.638 21.465  0.207
 3  10.07 -1.83  0.20411 -1.954 3.619  5.122 14.60  0.038 0.00 24.254 26.942 26.180 24.986 24.220 23.571 22.741 22.174 22.004  0.204
 3  10.07 -1.83  0.56120 -0.867 3.701  4.802 14.80  0.038 0.00 21.737 23.005 22.862 22.038 21.539 21.075 20.478 20.021 19.925  0.561
 3  10.07 -1.83  0.95525 -2.106 4.150  7.917 14.90  0.038 0.91 24.905 25.350 25.844 25.707 25.737 25.755 25.875 25.824 25.863  0.674
 3  10.07 -1.83  0.16360 -2.230 3.590  5.186 15.00  0.038 0.79 24.895 28.562 27.381 25.934 25.008 24.239 23.283 22.707 22.527  0.164
 3  10.07 -1.83  0.15397 -2.298 3.582  5.199 15.00  0.038 0.00 25.516 29.184 27.987 26.540 25.613 24.856 23.905 23.331 23.153  0.154
 3  10.07 -1.83  0.18215 -2.098 3.604  5.158 15.10  0.038 0.00 25.114 28.077 27.215 25.942 25.118 24.434 23.561 22.988 22.813  0.182
 3  10.07 -1.83  0.33275 -1.537 3.644  5.019 15.20  0.038 0.00 23.813 26.054 25.460 24.384 23.712 23.125 22.369 21.826 21.676  0.333
 3  10.07 -1.83  0.61582 -0.647 3.730  4.740 15.40  0.038 0.00 21.788 22.656 22.712 22.023 21.587 21.173 20.652 20.244 20.171  0.616
 3  10.07 -1.83  0.14718 -2.353 3.577  5.213 15.60  0.038 0.83 25.755 29.874 28.460 26.906 25.926 25.112 24.117 23.540 23.359  0.147
 3  10.07 -1.83  0.47382 -1.169 3.668  4.900 15.70  0.038 0.89 22.814 24.706 24.262 23.275 22.670 22.130 21.428 20.908 20.778  0.474
 3  10.07 -1.83  0.31551 -1.580 3.641  5.028 15.90  0.038 0.00 24.620 26.907 26.295 25.207 24.526 23.933 23.169 22.623 22.471  0.316
 3  10.07 -1.83  0.78023  0.156 3.813  4.372 16.00  0.038 0.89 20.062 20.418 20.653 20.231 19.928 19.629 19.269 18.974 18.947  0.780
 3  10.07 -1.83  0.18443 -2.082 3.606  5.154 16.00  0.038 0.00 25.974 28.904 28.054 26.790 25.973 25.293 24.425 23.853 23.678  0.184
 3  10.07 -1.83  0.76189  0.035 3.804  4.449 16.30  0.038 0.00 20.983 21.315 21.568 21.154 20.854 20.558 20.205 19.916 19.893  0.762
 3  10.07 -1.83  0.72202 -0.181 3.785  4.562 16.60  0.038 0.00 21.823 22.231 22.481 22.007 21.672 21.345 20.947 20.622 20.588  0.722
 3  10.07 -1.83  0.68131 -0.370 3.764  4.642 17.50  0.038 0.89 22.767 23.416 23.576 22.979 22.583 22.202 21.727 21.348 21.289  0.681
 3  10.07 -1.81  0.23847 -1.811 3.627  5.081 11.60  0.038 0.00 20.896 23.428 22.723 21.572 20.839 20.212 19.407 18.845 18.679  0.238
 3  10.07 -1.81  0.17277 -2.166 3.596  5.173 11.70  0.038 0.00 21.884 25.052 24.100 22.774 21.916 21.209 20.310 19.736 19.558  0.173
 3  10.07 -1.81  0.18562 -2.074 3.606  5.152 12.00  0.038 0.84 21.430 24.566 23.630 22.314 21.462 20.757 19.860 19.286 19.110  0.186
 3  10.07 -1.81  0.09535 -3.030 3.501  5.396 12.30  0.038 0.00 24.646 31.927 28.754 26.635 25.346 24.043 22.825 22.314 22.202  0.095
 3  10.07 -1.81  0.15671 -2.281 3.584  5.195 13.00  0.038 0.00 23.472 27.088 25.917 24.483 23.562 22.811 21.865 21.290 21.112  0.157
 3  10.07 -1.81  0.40384 -1.371 3.654  4.977 13.10  0.038 0.90 20.651 22.763 22.219 21.176 20.531 19.963 19.228 18.692 18.550  0.404
 3  10.07 -1.81  0.62214 -0.622 3.733  4.731 13.40  0.038 0.00 19.725 20.564 20.633 19.955 19.525 19.116 18.602 18.198 18.128  0.622
 3  10.07 -1.81  0.22783 -1.855 3.625  5.095 13.50  0.038 0.82 22.386 25.076 24.315 23.120 22.353 21.703 20.871 20.303 20.132  0.228
 3  10.07 -1.81  0.21789 -1.896 3.622  5.107 13.60  0.038 0.00 23.110 25.736 24.996 23.820 23.067 22.427 21.607 21.041 20.872  0.218
 3  10.07 -1.81  0.11214 -2.688 3.546  5.307 13.70  0.038 0.88 24.697 30.205 28.046 26.212 25.105 24.086 22.982 22.417 22.247  0.112
 3  10.07 -1.81  0.25895 -1.737 3.632  5.061 13.70  0.038 0.99 22.068 24.526 23.849 22.717 22.000 21.383 20.591 20.033 19.871  0.259
 3  10.07 -1.81  0.12898 -2.528 3.561  5.266 13.80  0.038 0.00 24.891 29.453 27.776 26.134 25.119 24.260 23.238 22.659 22.473  0.129
 3  10.07 -1.81  0.27235 -1.698 3.634  5.054 14.00  0.038 0.00 23.016 25.430 24.769 23.649 22.940 22.330 21.545 20.990 20.831  0.272
 3  10.07 -1.81  0.26195 -1.728 3.632  5.060 14.20  0.038 0.00 23.290 25.736 25.063 23.935 23.220 22.605 21.815 21.258 21.097  0.262
 3  10.07 -1.81  0.19776 -1.987 3.616  5.130 14.40  0.038 0.00 24.137 26.880 26.097 24.887 24.110 23.455 22.616 22.047 21.876  0.198
 3  10.07 -1.81  0.11523 -2.659 3.549  5.300 14.50  0.038 0.82 25.544 30.947 28.874 27.065 25.958 24.932 23.823 23.267 23.103  0.115
 3  10.07 -1.81  0.19106 -2.035 3.611  5.142 14.70  0.038 0.84 24.042 27.088 26.189 24.897 24.062 23.367 22.483 21.911 21.735  0.191
 3  10.07 -1.81  0.32854 -1.548 3.643  5.021 14.80  0.038 0.90 22.785 25.080 24.464 23.374 22.691 22.098 21.333 20.785 20.633  0.329
 3  10.07 -1.81  0.39024 -1.404 3.652  4.987 15.00  0.038 0.00 23.280 25.386 24.844 23.803 23.159 22.593 21.859 21.323 21.181  0.390
 3  10.07 -1.81  0.35217 -1.489 3.647  5.007 15.10  0.038 0.00 23.593 25.789 25.210 24.147 23.485 22.906 22.157 21.616 21.469  0.352
 3  10.07 -1.81  0.23769 -1.814 3.627  5.082 15.20  0.038 0.00 24.504 27.039 26.333 25.182 24.448 23.820 23.015 22.452 22.286  0.238
 3  10.07 -1.81  0.64460 -0.528 3.745  4.700 15.30  0.038 0.00 21.391 22.099 22.231 21.605 21.198 20.808 20.321 19.935 19.873  0.645
 3  10.07 -1.81  0.84815 -0.623 3.733  4.732 15.40  0.038 0.73 21.535 22.417 22.554 21.916 21.502 21.102 20.596 20.195 20.125  0.622
 3  10.07 -1.81  0.20132 -1.965 3.618  5.124 15.40  0.038 0.89 24.501 27.319 26.512 25.280 24.486 23.820 22.968 22.397 22.224  0.201
 3  10.07 -1.81  0.53978 -0.949 3.690  4.826 15.50  0.038 0.00 22.643 24.086 23.854 22.984 22.457 21.973 21.347 20.869 20.765  0.540
 3  10.07 -1.81  0.65779 -0.473 3.751  4.681 15.50  0.038 0.95 20.860 21.572 21.703 21.076 20.668 20.277 19.788 19.401 19.338  0.658
 3  10.07 -1.81  0.20277 -1.959 3.618  5.123 15.60  0.038 0.70 24.929 27.855 27.012 25.755 24.942 24.256 23.382 22.812 22.639  0.203
 3  10.07 -1.81  0.42281 -1.317 3.657  4.957 15.70  0.038 0.00 23.763 25.773 25.274 24.257 23.631 23.077 22.358 21.829 21.694  0.423
 3  10.07 -1.81  0.27448 -1.692 3.634  5.053 15.90  0.038 0.71 24.471 26.988 26.292 25.144 24.413 23.787 22.983 22.423 22.260  0.274
 3  10.07 -1.81  0.51803 -1.027 3.681  4.851 16.00  0.038 0.72 22.984 24.700 24.344 23.401 22.825 22.305 21.628 21.121 20.999  0.518
 3  10.07 -1.81  0.19792 -1.986 3.616  5.130 16.10  0.038 0.00 25.834 28.574 27.793 26.584 25.807 25.152 24.313 23.745 23.574  0.198
 3  10.07 -1.81  0.22506 -1.866 3.624  5.098 16.20  0.038 0.00 25.636 28.228 27.500 26.333 25.588 24.952 24.138 23.572 23.404  0.225
 3  10.07 -1.81  0.23136 -1.840 3.625  5.090 16.50  0.038 0.99 25.127 27.693 26.975 25.815 25.075 24.443 23.632 23.067 22.900  0.231
 3  10.07 -1.81  0.34723 -1.501 3.646  5.010 16.80  0.038 0.00 25.323 27.531 26.948 25.881 25.216 24.635 23.885 23.343 23.195  0.347
 3  10.07 -1.81  0.23229 -1.836 3.626  5.089 16.90  0.038 0.76 25.815 28.511 27.751 26.554 25.784 25.132 24.297 23.729 23.559  0.232
 3  10.07 -1.79  0.77326  0.103 3.809  4.406 11.00  0.038 0.00 15.513 15.838 16.080 15.677 15.386 15.099 14.757 14.477 14.456  0.773
 3  10.07 -1.79  0.10932 -2.723 3.542  5.314 11.90  0.038 0.00 23.476 28.827 26.720 24.917 23.835 22.864 21.784 21.208 21.027  0.109
 3  10.07 -1.79  0.13070 -2.514 3.561  5.260 12.10  0.038 0.00 23.156 27.687 26.027 24.392 23.380 22.524 21.505 20.926 20.740  0.131
 3  10.07 -1.79  0.30537 -1.605 3.640  5.033 12.40  0.038 0.00 21.183 23.505 22.877 21.782 21.093 20.497 19.728 19.177 19.024  0.305
 3  10.07 -1.79  0.21136 -1.923 3.620  5.114 12.60  0.038 0.00 22.178 24.838 24.085 22.900 22.140 21.496 20.670 20.103 19.933  0.211
 3  10.07 -1.79  0.21921 -1.891 3.622  5.105 13.00  0.038 0.00 22.497 25.120 24.380 23.205 22.453 21.814 20.994 20.427 20.259  0.219
 3  10.07 -1.79  0.85843 -2.069 4.171  7.972 13.10  0.038 0.00 23.042 23.571 24.107 24.009 24.076 24.140 24.348 24.349 24.417  0.685
 3  10.07 -1.79  0.11527 -2.661 3.548  5.299 13.20  0.038 0.00 24.622 29.732 27.751 25.996 24.936 24.007 22.947 22.367 22.179  0.115
 3  10.07 -1.79  0.12234 -2.594 3.554  5.282 13.60  0.038 0.84 24.367 29.498 27.536 25.774 24.705 23.750 22.677 22.103 21.924  0.122
 3  10.07 -1.79  0.50772 -1.063 3.677  4.862 13.90  0.038 0.74 20.945 22.730 22.336 21.377 20.791 20.264 19.577 19.062 18.939  0.508
 3  10.07 -1.79  0.21721 -1.899 3.622  5.107 13.90  0.038 0.84 22.877 25.625 24.843 23.632 22.852 22.195 21.354 20.784 20.613  0.217
 3  10.07 -1.79  0.38159 -1.423 3.651  4.992 14.20  0.038 0.00 22.529 24.660 24.105 23.059 22.410 21.841 21.103 20.564 20.422  0.382
 3  10.07 -1.79  0.12970 -2.524 3.560  5.263 14.30  0.038 0.00 25.380 29.948 28.267 26.625 25.609 24.749 23.727 23.148 22.961  0.130
 3  10.07 -1.79  0.43018 -1.296 3.659  4.949 14.40  0.038 0.96 21.723 23.742 23.237 22.219 21.592 21.038 20.317 19.786 19.651  0.430
 3  10.07 -1.79  0.33291 -1.537 3.644  5.019 14.40  0.038 0.00 23.012 25.262 24.661 23.584 22.911 22.325 21.568 21.022 20.873  0.333
 3  10.07 -1.79  0.21579 -1.905 3.622  5.109 14.40  0.038 0.86 23.370 26.115 25.333 24.123 23.344 22.688 21.848 21.278 21.107  0.216
 3  10.07 -1.79  0.10989 -2.713 3.543  5.311 14.50  0.038 0.93 25.450 30.984 28.792 26.951 25.849 24.840 23.741 23.170 22.996  0.110
 3  10.07 -1.79  0.30107 -1.616 3.639  5.035 14.60  0.038 0.00 23.410 25.743 25.111 24.013 23.322 22.724 21.953 21.402 21.248  0.301
 3  10.07 -1.79  0.14191 -2.408 3.571  5.228 14.70  0.038 0.97 24.794 28.987 27.517 25.952 24.966 24.152 23.155 22.578 22.395  0.142
 3  10.07 -1.79  0.35082 -1.492 3.647  5.008 14.80  0.038 0.00 23.301 25.504 24.921 23.856 23.193 22.614 21.864 21.321 21.175  0.351
 3  10.07 -1.79  0.22626 -1.861 3.624  5.097 14.90  0.038 0.00 24.323 26.913 26.185 25.020 24.275 23.640 22.826 22.259 22.091  0.226
 3  10.07 -1.79  0.14476 -2.381 3.573  5.219 15.00  0.038 0.00 25.723 29.726 28.362 26.836 25.865 25.074 24.090 23.514 23.334  0.145
 3  10.07 -1.79  0.42511 -1.311 3.658  4.954 15.20  0.038 0.00 23.247 25.253 24.754 23.739 23.114 22.561 21.843 21.313 21.178  0.425
 3  10.07 -1.79  0.64075 -0.546 3.742  4.705 15.40  0.038 0.00 21.534 22.271 22.388 21.751 21.339 20.946 20.453 20.063 20.000  0.641
 3  10.07 -1.79  0.14317 -2.396 3.572  5.224 15.60  0.038 0.90 25.766 30.025 28.525 26.944 25.952 25.126 24.123 23.545 23.362  0.143
 3  10.07 -1.79  0.42762 -1.303 3.658  4.951 15.80  0.038 0.00 23.829 25.828 25.332 24.319 23.696 23.144 22.427 21.897 21.763  0.428
 3  10.07 -1.79  0.21820 -1.895 3.622  5.106 16.10  0.038 0.00 25.607 28.235 27.493 26.317 25.564 24.924 24.104 23.537 23.368  0.218
 3  10.07 -1.79  0.54085 -0.945 3.691  4.825 16.40  0.038 0.00 23.533 24.974 24.741 23.872 23.347 22.864 22.239 21.761 21.657  0.541
 3  10.07 -1.79  0.32612 -1.554 3.643  5.023 17.40  0.038 0.00 26.054 28.322 27.714 26.633 25.956 25.367 24.607 24.060 23.910  0.326
 3  10.07 -1.79  0.66315 -0.451 3.754  4.672 18.30  0.038 0.83 23.871 24.641 24.749 24.104 23.684 23.282 22.773 22.370 22.301  0.663
 3  10.07 -1.77  0.10716 -2.761 3.537  5.324  9.50  0.038 0.76 21.077 26.736 24.518 22.672 21.565 20.537 19.337 18.752 18.558  0.107
 3  10.07 -1.77  0.10830 -2.742 3.539  5.318 10.50  0.038 0.00 22.126 27.592 25.426 23.599 22.506 21.514 20.424 19.851 19.673  0.108
 3  10.07 -1.77  0.31003 -1.594 3.640  5.031 11.80  0.038 0.78 20.032 22.423 21.769 20.656 19.953 19.346 18.565 18.008 17.852  0.310
 3  10.07 -1.77  0.16557 -2.221 3.590  5.182 12.10  0.038 0.92 21.777 25.331 24.193 22.774 21.860 21.114 20.173 19.598 19.418  0.166
 3  10.07 -1.77  0.10587 -2.783 3.534  5.330 12.20  0.038 0.00 23.929 29.601 27.326 25.459 24.346 23.320 22.213 21.644 21.472  0.106
 3  10.07 -1.77  0.37380 -1.441 3.650  4.996 12.70  0.038 0.98 20.341 22.505 21.935 20.881 20.227 19.654 18.911 18.369 18.226  0.374
 3  10.07 -1.77  0.25354 -1.752 3.631  5.064 12.80  0.038 0.00 21.951 24.429 23.742 22.606 21.885 21.267 20.471 19.910 19.749  0.254
 3  10.07 -1.77  0.27055 -1.703 3.634  5.055 12.90  0.038 0.00 21.929 24.356 23.687 22.565 21.854 21.244 20.457 19.899 19.740  0.271
 3  10.07 -1.77  0.29592 -1.630 3.638  5.038 13.00  0.038 0.00 21.846 24.198 23.557 22.455 21.760 21.160 20.386 19.833 19.679  0.296
 3  10.07 -1.77  0.30485 -1.607 3.640  5.033 13.10  0.038 0.95 21.180 23.526 22.888 21.787 21.094 20.495 19.722 19.169 19.015  0.305
 3  10.07 -1.77  0.22619 -1.862 3.624  5.097 13.20  0.038 0.00 22.624 25.218 24.487 23.321 22.575 21.941 21.126 20.559 20.391  0.226
 3  10.07 -1.77  0.75784  0.006 3.801  4.464 13.30  0.038 0.82 17.823 18.245 18.471 18.005 17.676 17.353 16.958 16.635 16.599  0.758
 3  10.07 -1.77  0.25336 -1.753 3.631  5.064 13.50  0.038 0.76 22.192 24.782 24.057 22.890 22.144 21.509 20.693 20.128 19.962  0.253
 3  10.07 -1.77  0.12911 -2.532 3.559  5.264 13.50  0.038 0.75 24.269 29.179 27.374 25.661 24.599 23.647 22.575 22.010 21.839  0.129
 3  10.07 -1.77  0.27565 -1.689 3.635  5.052 13.60  0.038 0.00 22.592 25.004 24.341 23.223 22.515 21.907 21.123 20.566 20.408  0.276
 3  10.07 -1.77  0.15441 -2.302 3.581  5.197 13.60  0.038 0.00 24.124 27.853 26.627 25.166 24.229 23.467 22.509 21.933 21.753  0.154
 3  10.07 -1.77  0.82462  0.579 3.810  3.962 13.70  0.038 0.00 17.022 17.368 17.557 17.169 16.887 16.606 16.268 15.997 15.975  0.825
 3  10.07 -1.77  0.15826 -2.274 3.584  5.192 13.80  0.038 0.00 24.254 27.872 26.700 25.266 24.345 23.593 22.648 22.072 21.892  0.158
 3  10.07 -1.77  0.61258 -0.664 3.727  4.744 14.00  0.038 0.00 20.429 21.338 21.371 20.666 20.224 19.807 19.279 18.866 18.792  0.613
 3  10.07 -1.77  0.66066 -0.463 3.752  4.676 14.00  0.038 0.00 19.927 20.562 20.725 20.130 19.738 19.361 18.892 18.517 18.462  0.661
 3  10.07 -1.77  0.36164 -1.468 3.648  5.003 14.20  0.038 0.00 22.640 24.823 24.246 23.187 22.529 21.953 21.207 20.664 20.520  0.362
 3  10.07 -1.77  0.11867 -2.631 3.550  5.290 14.20  0.038 0.00 25.548 30.570 28.634 26.897 25.846 24.931 23.878 23.297 23.107  0.119
 3  10.07 -1.77  0.32912 -1.546 3.643  5.021 14.40  0.038 0.79 22.491 24.827 24.193 23.095 22.403 21.805 21.033 20.480 20.327  0.329
 3  10.07 -1.77  0.23502 -1.825 3.626  5.086 14.60  0.038 0.85 23.344 25.961 25.223 24.050 23.299 22.661 21.842 21.275 21.107  0.235
 3  10.07 -1.77  0.49812 -1.097 3.674  4.873 14.60  0.038 0.00 22.111 23.838 23.463 22.519 21.947 21.432 20.757 20.247 20.130  0.498
